id_str,from_user,text,created_at,time,geo_coordinates,iso_language_code,to_user,to_user_id_str,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,status_url,entities_str
292334190018568193 ,BobRBogle,"#yearofulysses I'm pretty sure, if I must have a fave ep, #Cyclops is it.","Fri, 18 Jan 2013 18:14:36 +0000",18/01/2013 18:14:36,,en,,0,606345587,,&lt;a href=&quot;http://www.tweetdeck.com&quot;&gt;TweetDeck&lt;/a&gt;,http://a0.twimg.com/profile_images/2301840163/Twittericon_normal.jpg,http://twitter.com/BobRBogle/statuses/292334190018568193,"{""urls"":[],""hashtags"":[{""text"":""yearofulysses"",""indices"":[0,14]},{""text"":""Cyclops"",""indices"":[58,66]}],""user_mentions"":[]}"
292334185610354689 ,Chrisx5x5,"@GiffordJames #yearofulysses Actually I think the beginning is ""he near drove his gear into my eye.""","Fri, 18 Jan 2013 18:14:35 +0000",18/01/2013 18:14:35,,en,GiffordJames,505018227,91909442,292332977801797632,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,http://a0.twimg.com/profile_images/2401323787/kl65faki1153jp6r86oy_normal.jpeg,http://twitter.com/Chrisx5x5/statuses/292334185610354689,"{""urls"":[],""hashtags"":[{""text"":""yearofulysses"",""indices"":[14,28]}],""user_mentions"":[{""id"":505018227,""name"":""James Gifford"",""indices"":[0,13],""screen_name"":""GiffordJames"",""id_str"":""505018227""}]}"
292334147899363328 ,GhostProf,"@earth2steve Could well be. #yearofulysses Music hall, too. Almost expected a player piano in the pub!","Fri, 18 Jan 2013 18:14:26 +0000",18/01/2013 18:14:26,,en,earth2steve,81183736,213863609,292333779660464128,&lt;a href=&quot;http://itunes.apple.com/us/app/twitter/id409789998?mt=12&quot;&gt;Twitter for Mac&lt;/a&gt;,http://a0.twimg.com/profile_images/3111326380/a384cf535382316da10f8094ea44eb23_normal.jpeg,http://twitter.com/GhostProf/statuses/292334147899363328,"{""urls"":[],""hashtags"":[{""text"":""yearofulysses"",""indices"":[28,42]}],""user_mentions"":[{""id"":81183736,""name"":""Steve Cole"",""indices"":[0,12],""screen_name"":""earth2steve"",""id_str"":""81183736""}]}"
292333779660464128 ,earth2steve,The frame of 'Cyclops' with the narrator &amp; sidekick Joe sounds like a vaudeville routine. Intentional? #Ulysses #yearofulysses,"Fri, 18 Jan 2013 18:12:59 +0000",18/01/2013 18:12:59,,en,,0,81183736,,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,http://a0.twimg.com/profile_images/3039055848/b0bc957584e0e634acb0f705519d79f9_normal.jpeg,http://twitter.com/earth2steve/statuses/292333779660464128,"{""urls"":[],""hashtags"":[{""text"":""Ulysses"",""indices"":[107,115]},{""text"":""yearofulysses"",""indices"":[116,130]}],""user_mentions"":[]}"
292333491197181952 ,GiffordJames,"#yearofulysses He ""sees"" the tin is empty (like the rhetoric), for which he gets a swift boot to ""Mordor"" (my pug's other winking eye)","Fri, 18 Jan 2013 18:11:50 +0000",18/01/2013 18:11:50,,en,,0,505018227,,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,http://a0.twimg.com/profile_images/1856122100/side08_normal.jpg,http://twitter.com/GiffordJames/statuses/292333491197181952,"{""urls"":[],""hashtags"":[{""text"":""yearofulysses"",""indices"":[0,14]}],""user_mentions"":[]}"
292333177463267329 ,GiffordJames,"#yearofulysses ""when it wouldn't blind him"" But what form of blindness, I wonder.","Fri, 18 Jan 2013 18:10:35 +0000",18/01/2013 18:10:35,,en,,0,505018227,,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,http://a0.twimg.com/profile_images/1856122100/side08_normal.jpg,http://twitter.com/GiffordJames/statuses/292333177463267329,"{""urls"":[],""hashtags"":[{""text"":""yearofulysses"",""indices"":[0,14]}],""user_mentions"":[]}"
292333116008329216 ,GhostProf,"@GiffordJames #yearofulysses p. 298 in the MVP's online 1922 edition, of course. http://t.co/dJDCWOtv","Fri, 18 Jan 2013 18:10:20 +0000",18/01/2013 18:10:20,,en,GiffordJames,505018227,213863609,292332817143169025,&lt;a href=&quot;http://itunes.apple.com/us/app/twitter/id409789998?mt=12&quot;&gt;Twitter for Mac&lt;/a&gt;,http://a0.twimg.com/profile_images/3111326380/a384cf535382316da10f8094ea44eb23_normal.jpeg,http://twitter.com/GhostProf/statuses/292333116008329216,"{""urls"":[{""expanded_url"":""http://modernistversions.org"",""indices"":[81,101],""display_url"":""modernistversions.org"",""url"":""http://t.co/dJDCWOtv""}],""hashtags"":[{""text"":""yearofulysses"",""indices"":[14,28]}],""user_mentions"":[{""id"":505018227,""name"":""James Gifford"",""indices"":[0,13],""screen_name"":""GiffordJames"",""id_str"":""505018227""}]}"
292333035318292480 ,GiffordJames,#yearofulysses page 298 has winking pup,"Fri, 18 Jan 2013 18:10:01 +0000",18/01/2013 18:10:01,,en,,0,505018227,,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,http://a0.twimg.com/profile_images/1856122100/side08_normal.jpg,http://twitter.com/GiffordJames/statuses/292333035318292480,"{""urls"":[],""hashtags"":[{""text"":""yearofulysses"",""indices"":[0,14]}],""user_mentions"":[]}"
292332977801797632 ,GiffordJames,#yearofulysses Dogs indeed. I believe we even have a cyclops dog here.  But is that the beginning?,"Fri, 18 Jan 2013 18:09:47 +0000",18/01/2013 18:09:47,,en,,0,505018227,,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,http://a0.twimg.com/profile_images/1856122100/side08_normal.jpg,http://twitter.com/GiffordJames/statuses/292332977801797632,"{""urls"":[],""hashtags"":[{""text"":""yearofulysses"",""indices"":[0,14]}],""user_mentions"":[]}"
292332904552488960 ,GhostProf,"@Chrisx5x5 Damn! I call it Mamet-brain. #yearofulysses Yes, Garryowen is what I mean. Guess I got garryowned!","Fri, 18 Jan 2013 18:09:30 +0000",18/01/2013 18:09:30,,en,Chrisx5x5,91909442,213863609,292332605649608704,&lt;a href=&quot;http://itunes.apple.com/us/app/twitter/id409789998?mt=12&quot;&gt;Twitter for Mac&lt;/a&gt;,http://a0.twimg.com/profile_images/3111326380/a384cf535382316da10f8094ea44eb23_normal.jpeg,http://twitter.com/GhostProf/statuses/292332904552488960,"{""urls"":[],""hashtags"":[{""text"":""yearofulysses"",""indices"":[40,54]}],""user_mentions"":[{""id"":91909442,""name"":""Chrisx5x5"",""indices"":[0,10],""screen_name"":""Chrisx5x5"",""id_str"":""91909442""}]}"
